"pid","hid","age","sex","n.samples","wave","reporting.day","n.contact.total","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+"
1353,663,73,"M",4,"R4","Monday",7,"2",0,0,1,1,5
513,337,20,"F",4,"R4","Monday",11,"4",0,4,3,4,0
514,338,55,"F",2,"R4","Monday",4,"1",0,0,3,1,0
515,338,61,"M",2,"R4","Monday",4,"1",0,0,2,2,0
516,339,67,"F",4,"R4","Monday",8,"4",0,0,0,3,5
819,574,64,"M",3,"R4","Monday",12,"6+",1,0,7,4,0
820,575,54,"F",1,"R4","Monday",28,"6+",0,3,11,12,2
1326,575,58,"M",3,"R4","Monday",16,"6+",0,3,9,4,0
953,665,50,"F",3,"R4","Monday",3,"1",0,0,1,2,0
954,666,83,"M",4,"R4","Monday",1,"0",0,0,0,0,1
1225,798,66,"M",3,"R4","Monday",2,"0",0,1,0,1,0
523,344,47,"F",1,"R4","Monday",14,"2",0,0,2,12,0
1426,345,20,"F",3,"R4","Monday",7,"2",0,0,5,2,0
524,345,56,"M",2,"R4","Monday",5,"3",0,1,2,2,0
525,345,58,"F",3,"R4","Monday",4,"3",0,0,1,3,0
527,347,66,"M",2,"R4","Monday",2,"0",1,0,0,0,1
528,348,32,"F",1,"R4","Monday",3,"0",1,0,2,0,0
957,669,38,"F",4,"R4","Monday",8,"2",0,1,2,5,0
529,349,25,"F",3,"R4","Monday",18,"3",0,1,14,3,0
532,351,26,"M",3,"R4","Monday",10,"2",0,0,8,2,0
1280,351,49,"F",4,"R4","Monday",4,"0",0,0,2,1,1
1281,351,60,"M",1,"R4","Monday",5,"1",0,0,3,1,1
535,353,44,"F",1,"R4","Monday",9,"1",0,0,8,1,0
1321,354,40,"M",3,"R4","Monday",28,"3",1,0,18,8,1
536,354,62,"M",4,"R4","Monday",5,"2",1,0,1,1,2
537,354,63,"F",2,"R4","Monday",3,"0",1,0,0,2,0
539,355,53,"F",4,"R4","Monday",8,"2",0,1,6,1,0
540,356,15,"F",4,"R4","Tuesday",1,"0",0,0,0,1,0
541,356,44,"F",4,"R4","Tuesday",21,"4",0,3,5,10,3
961,672,68,"M",2,"R4","Tuesday",6,"3",0,0,2,3,1
963,674,64,"F",3,"R4","Tuesday",0,NA,0,0,0,0,0
1115,357,50,"M",3,"R4","Tuesday",92,"3",0,0,34,58,0
543,358,23,"M",2,"R4","Tuesday",6,"1",0,0,3,3,0
544,358,43,"F",3,"R4","Tuesday",3,"0",0,0,2,1,0
1160,359,43,"F",4,"R4","Tuesday",14,"6+",0,0,7,6,1
546,359,69,"F",1,"R4","Tuesday",2,"1",0,0,1,1,0
547,360,64,"F",3,"R4","Tuesday",5,"1",0,1,0,3,1
1227,800,53,"F",1,"R4","Tuesday",3,"1",0,0,2,1,0
1369,800,56,"M",1,"R4","Tuesday",1,"0",0,0,0,1,0
549,362,85,"F",4,"R4","Tuesday",2,"1",0,0,0,0,2
550,363,50,"F",1,"R4","Tuesday",8,"6+",0,0,3,5,0
873,363,59,"M",1,"R4","Tuesday",17,"3",0,0,6,11,0
555,366,62,"M",4,"R4","Tuesday",5,"2",0,0,2,1,2
556,367,70,"M",1,"R4","Tuesday",53,"6+",0,0,30,11,12
560,370,74,"F",4,"R4","Tuesday",6,"1",0,0,1,0,5
1401,841,65,"F",4,"R4","Tuesday",6,"2",2,0,1,0,3
563,373,40,"M",1,"R4","Tuesday",11,"1",1,1,3,4,2
567,375,49,"F",3,"R4","Tuesday",37,"2",0,3,10,17,7
1350,377,13,"M",2,"R4","Tuesday",4,"1",0,0,2,1,1
874,377,20,"F",1,"R4","Tuesday",5,"2",0,1,2,1,1
569,377,48,"F",3,"R4","Tuesday",8,"4",0,1,4,2,1
969,680,65,"M",1,"R4","Tuesday",3,"0",0,0,2,0,1
571,378,85,"F",1,"R4","Tuesday",15,"2",0,0,0,1,14
572,379,43,"F",2,"R4","Tuesday",5,"0",0,3,1,1,0
1357,681,23,"F",1,"R4","Wednesday",6,"1",0,0,4,2,0
971,681,48,"F",2,"R4","Wednesday",6,"2",1,0,2,3,0
1427,682,20,"M",2,"R4","Wednesday",17,"6+",0,2,13,2,0
972,682,52,"M",4,"R4","Wednesday",6,"4",0,0,3,3,0
1358,682,54,"F",3,"R4","Wednesday",13,"4",0,1,3,9,0
974,683,65,"F",2,"R4","Wednesday",5,"0",0,0,1,4,0
573,380,53,"F",2,"R4","Wednesday",14,"4",0,0,6,8,0
576,382,60,"F",2,"R4","Wednesday",7,"2",0,0,2,4,1
577,383,50,"F",3,"R4","Wednesday",14,"4",0,2,9,2,1
582,388,67,"F",3,"R4","Wednesday",3,"2",0,0,1,1,1
1428,684,23,"F",3,"R4","Wednesday",25,"5",0,0,22,3,0
975,684,61,"F",2,"R4","Wednesday",6,"3",0,0,1,4,1
1229,802,64,"F",1,"R4","Wednesday",8,"2",0,0,0,5,3
1089,392,64,"F",4,"R4","Wednesday",1,"0",0,0,0,0,1
586,392,69,"M",3,"R4","Wednesday",1,"0",0,0,0,1,0
1292,830,31,"M",1,"R4","Wednesday",8,"2",0,0,3,5,0
1230,803,51,"F",2,"R4","Wednesday",13,"3",0,1,4,8,0
588,394,46,"F",3,"R4","Wednesday",11,"3",0,2,6,3,0
978,687,69,"F",2,"R4","Wednesday",7,"2",0,0,2,0,5
589,395,59,"M",4,"R4","Wednesday",16,"6+",0,0,5,10,1
1101,396,62,"F",4,"R4","Wednesday",3,"2",0,0,0,0,3
590,396,66,"M",1,"R4","Wednesday",4,"2",0,0,3,1,0
1232,805,32,"M",4,"R4","Wednesday",12,"1",0,0,7,5,0
1139,689,51,"F",3,"R4","Wednesday",20,"4",0,1,1,16,2
981,690,64,"M",1,"R4","Wednesday",10,"2",0,0,0,6,4
1140,690,66,"F",2,"R4","Wednesday",14,"3",0,0,1,6,7
983,691,68,"F",4,"R4","Wednesday",5,"2",0,0,1,2,2
986,692,47,"M",1,"R4","Wednesday",19,"4",1,2,6,9,1
987,693,61,"F",2,"R4","Thursday",1,"0",0,0,0,1,0
592,398,48,"F",4,"R4","Thursday",5,"3",0,0,1,3,1
593,398,56,"F",3,"R4","Thursday",9,"4",0,0,0,8,1
594,399,59,"F",3,"R4","Thursday",2,"0",0,0,1,1,0
990,696,27,"F",4,"R4","Thursday",11,"3",0,0,2,9,0
595,400,65,"M",1,"R4","Thursday",5,"1",0,0,0,5,0
822,577,64,"M",2,"R4","Thursday",6,"1",0,0,4,2,0
823,578,59,"F",1,"R4","Thursday",1,"0",0,0,0,1,0
1142,700,21,"F",3,"R4","Thursday",3,"0",0,0,1,1,1
1360,700,34,"M",2,"R4","Thursday",6,"1",0,0,2,3,1
994,700,63,"F",2,"R4","Thursday",9,"2",0,0,6,2,1
995,700,68,"M",2,"R4","Thursday",6,"3",0,0,4,1,1
1001,705,51,"M",4,"R4","Thursday",7,"4",0,0,6,1,0
1236,809,65,"M",2,"R4","Thursday",3,"1",0,0,0,3,0
1074,406,12,"M",4,"R4","Thursday",7,"1",0,6,0,1,0
602,406,45,"M",4,"R4","Thursday",10,"2",0,2,0,8,0
826,581,54,"F",4,"R4","Thursday",4,"2",0,0,1,3,0
828,582,78,"M",1,"R4","Thursday",2,"1",0,0,1,1,0
1237,810,70,"F",1,"R4","Thursday",1,"0",0,1,0,0,0
829,583,63,"F",2,"R4","Thursday",4,"1",1,0,2,1,0
830,584,62,"F",3,"R4","Thursday",16,"6+",0,1,4,9,2
603,407,57,"F",3,"R4","Thursday",11,"2",0,0,4,7,0
605,408,57,"F",1,"R4","Thursday",8,"4",0,0,3,5,0
1429,811,23,"F",1,"R4","Thursday",15,"2",0,0,6,9,0
1238,811,55,"F",4,"R4","Thursday",6,"1",0,0,1,5,0
1005,709,32,"M",1,"R4","Thursday",9,"2",0,0,8,0,1
607,410,58,"M",2,"R4","Thursday",13,"3",0,1,4,7,1
1010,713,50,"F",2,"R4","Friday",19,"5",0,1,4,14,0
1011,714,54,"M",3,"R4","Friday",79,"4",0,0,12,41,26
1164,412,38,"F",3,"R4","Friday",1,"0",0,0,0,1,0
610,412,65,"F",2,"R4","Friday",6,"2",0,0,3,0,3
612,414,59,"M",1,"R4","Friday",5,"1",0,0,2,3,0
615,417,67,"F",3,"R4","Friday",23,"4",0,0,6,13,4
1298,835,51,"F",1,"R4","Friday",3,"0",0,0,2,1,0
1299,835,53,"M",1,"R4","Friday",3,"0",0,0,2,1,0
617,419,47,"F",3,"R4","Friday",14,"3",0,0,10,4,0
1395,420,13,"M",2,"R4","Friday",9,"1",0,6,1,2,0
618,420,46,"M",3,"R4","Friday",6,"3",0,1,1,4,0
1165,420,49,"F",4,"R4","Friday",7,"1",0,1,5,1,0
619,421,49,"M",2,"R4","Friday",10,"1",0,0,0,10,0
620,422,28,"M",4,"R4","Friday",1,"0",0,0,1,0,0
621,422,33,"F",3,"R4","Friday",6,"2",0,0,3,3,0
622,422,54,"F",3,"R4","Friday",7,"4",0,0,2,5,0
623,422,58,"M",4,"R4","Friday",4,"2",0,0,1,3,0
624,423,12,"M",2,"R4","Friday",6,"2",0,2,0,4,0
625,423,54,"F",4,"R4","Friday",12,"6+",0,3,5,3,1
1096,423,55,"M",1,"R4","Friday",17,"2",0,1,5,11,0
630,427,44,"M",4,"R4","Friday",12,"2",1,1,4,4,2
631,428,67,"F",3,"R4","Friday",8,"3",0,0,3,4,1
834,588,53,"M",4,"R4","Saturday",3,"2",0,0,2,1,0
1403,843,61,"M",2,"R4","Saturday",7,"4",0,0,2,4,1
1239,812,77,"F",1,"R4","Saturday",2,"0",0,2,0,0,0
645,441,67,"F",1,"R4","Saturday",2,"1",0,0,0,1,1
837,590,62,"M",3,"R4","Saturday",6,"5",0,0,2,3,1
1327,442,NA,"M",4,"R4","Saturday",4,"2",0,0,0,4,0
646,442,47,"F",2,"R4","Saturday",13,"4",0,0,2,9,2
1262,723,61,"F",4,"R4","Saturday",13,"5",0,0,3,8,2
1021,723,70,"M",1,"R4","Saturday",9,"3",0,1,2,5,1
648,444,12,"F",2,"R4","Saturday",3,"0",1,0,1,1,0
649,444,25,"F",2,"R4","Saturday",3,"0",1,1,0,1,0
650,444,48,"M",1,"R4","Saturday",7,"1",1,1,1,4,0
654,446,52,"M",1,"R4","Saturday",11,"2",0,0,3,8,0
1023,725,50,"F",3,"R4","Saturday",24,"6+",0,1,9,12,2
838,591,52,"F",3,"R4","Saturday",8,"2",0,0,5,3,0
666,454,52,"F",4,"R4","Saturday",70,"3",0,4,2,14,50
669,456,65,"M",3,"R4","Saturday",8,"3",0,0,0,6,2
672,458,80,"M",4,"R4","Saturday",7,"3",0,0,1,4,2
673,459,51,"F",2,"R4","Saturday",12,"6+",0,2,7,3,0
1123,463,29,"M",2,"R4","Saturday",5,"4",1,0,2,0,2
679,463,69,"M",2,"R4","Saturday",2,"2",1,0,0,0,1
1124,463,25,"F",3,"R4","Saturday",4,"2",1,0,1,0,2
688,468,79,"M",1,"R4","Saturday",1,"0",0,0,0,1,0
689,469,66,"F",3,"R4","Saturday",9,"3",0,2,2,5,0
1028,730,9,"M",2,"R4","Sunday",7,"1",0,5,2,0,0
1029,730,32,"F",1,"R4","Sunday",2,"0",0,1,1,0,0
691,471,61,"F",1,"R4","Sunday",17,"3",0,0,4,13,0
695,475,48,"F",4,"R4","Sunday",10,"6+",0,2,4,4,0
697,477,83,"M",3,"R4","Sunday",3,"1",0,0,0,3,0
700,478,49,"F",3,"R4","Sunday",10,"3",0,2,1,7,0
701,478,50,"M",4,"R4","Sunday",19,"2",0,1,9,9,0
707,484,64,"F",1,"R4","Sunday",28,"5",0,2,22,3,1
709,485,65,"F",3,"R4","Sunday",7,"2",0,0,3,3,1
1244,816,56,"F",4,"R4","Sunday",3,"0",0,0,2,1,0
1283,488,12,"M",2,"R4","Sunday",11,"6+",0,1,4,6,0
1284,488,18,"M",3,"R4","Sunday",21,"6+",0,2,14,5,0
712,488,52,"F",2,"R4","Sunday",30,"6+",0,3,19,8,0
1245,817,76,"M",4,"R4","Sunday",0,NA,0,0,0,0,0
718,493,66,"F",1,"R4","Sunday",5,"2",0,0,0,4,1
839,592,42,"M",3,"R4","Sunday",19,"6+",2,2,6,7,2
727,501,65,"F",3,"R4","Sunday",7,"2",0,1,2,1,3
728,502,48,"F",1,"R4","Sunday",6,"4",0,1,1,4,0
730,504,58,"F",1,"R4","Sunday",0,NA,0,0,0,0,0
731,505,53,"F",4,"R4","Sunday",3,"0",0,0,2,1,0
732,506,47,"F",4,"R4","Sunday",8,"3",0,2,0,4,2
844,597,25,"M",4,"R4","Sunday",3,"0",0,0,1,2,0
736,510,60,"M",4,"R4","Sunday",9,"4",0,1,2,6,0
1410,849,38,"F",1,"R4","Monday",8,"4",0,1,3,2,2
1411,850,60,"F",2,"R4","Monday",1,"0",0,0,0,0,1
1412,851,55,"F",2,"R4","Monday",7,"4",0,0,1,5,1
1414,853,NA,"F",2,"R4","Monday",1,"0",0,0,1,0,0
1416,855,25,"M",4,"R4","Monday",8,"2",0,0,5,3,0
1,1,32,"F",2,"R4","Monday",6,"2",0,0,2,4,0
4,4,58,"M",2,"R4","Monday",5,"1",0,0,3,2,0
11,11,79,"M",3,"R4","Monday",1,"0",0,0,1,0,0
12,12,58,"F",3,"R4","Monday",5,"3",0,0,2,3,0
13,13,24,"M",1,"R4","Monday",8,"2",0,0,3,5,0
14,14,58,"F",3,"R4","Monday",11,"3",0,1,4,3,3
16,16,62,"M",2,"R4","Monday",0,NA,0,0,0,0,0
18,18,50,"M",2,"R4","Monday",8,"3",0,2,2,4,0
21,21,30,"F",3,"R4","Monday",12,"5",1,2,4,5,0
27,27,22,"M",3,"R4","Monday",4,"1",0,0,3,1,0
738,512,66,"F",4,"R4","Monday",4,"0",0,0,0,4,0
741,514,46,"F",2,"R4","Monday",4,"2",0,0,3,1,0
1047,744,52,"F",2,"R4","Monday",7,"2",0,0,1,6,0
29,29,50,"M",2,"R4","Tuesday",8,"1",0,1,0,3,4
30,30,49,"F",3,"R4","Tuesday",12,"6+",0,0,2,10,0
33,33,60,"M",3,"R4","Tuesday",13,"3",0,0,2,3,8
34,34,66,"M",2,"R4","Tuesday",10,"5",0,1,3,6,0
765,532,60,"F",2,"R4","Tuesday",4,"1",0,0,2,2,0
766,533,83,"M",1,"R4","Tuesday",2,"1",0,0,1,0,1
39,39,41,"M",4,"R4","Tuesday",5,"1",1,0,3,0,1
55,55,72,"F",2,"R4","Tuesday",0,NA,0,0,0,0,0
770,536,68,"F",1,"R4","Tuesday",8,"2",1,1,2,2,2
66,66,52,"F",4,"R4","Wednesday",14,"6+",0,0,4,10,0
1270,822,55,"M",3,"R4","Thursday",8,"4",0,0,4,4,0
103,94,49,"M",3,"R4","Thursday",18,"2",0,2,5,11,0
1179,765,43,"M",3,"R4","Thursday",8,"2",0,2,4,2,0
124,103,51,"F",3,"R4","Thursday",6,"6+",0,0,1,5,0
130,106,41,"F",3,"R4","Thursday",4,"1",0,2,0,2,0
1430,766,66,"F",2,"R4","Thursday",0,NA,0,0,0,0,0
1180,766,71,"M",4,"R4","Thursday",0,NA,0,0,0,0,0
159,119,57,"F",2,"R4","Thursday",5,"2",0,0,0,5,0
170,126,74,"F",2,"R4","Thursday",1,"0",0,0,0,0,1
202,144,67,"F",1,"R4","Thursday",3,"0",1,0,1,1,0
1267,552,22,"F",1,"R4","Thursday",4,"2",0,0,2,2,0
236,164,56,"F",3,"R4","Thursday",2,"0",0,1,1,0,0
801,559,39,"M",4,"R4","Thursday",40,"1",0,1,37,2,0
1431,186,60,"F",3,"R4","Thursday",3,"0",0,1,1,1,0
292,195,75,"M",1,"R4","Friday",3,"1",0,0,2,0,1
804,561,51,"F",3,"R4","Friday",14,"3",0,1,1,11,1
805,561,54,"M",3,"R4","Friday",9,"4",0,1,1,5,2
809,565,43,"F",3,"R4","Friday",11,"3",1,2,1,6,1
1390,218,17,"M",1,"R4","Friday",16,"4",0,7,3,5,1
1072,218,46,"M",4,"R4","Friday",7,"1",0,1,6,0,0
811,567,73,"F",4,"R4","Friday",2,"0",0,0,0,0,2
342,224,35,"F",2,"R4","Friday",5,"2",2,2,1,0,0
857,228,52,"M",4,"R4","Friday",1,"0",0,0,1,0,0
364,238,50,"F",2,"R4","Friday",10,"5",0,2,2,5,1
373,244,73,"F",1,"R4","Friday",1,"0",0,0,0,0,1
1149,246,55,"F",4,"R4","Friday",8,"5",0,0,4,3,1
379,247,64,"M",2,"R4","Friday",9,"3",0,1,1,6,1
423,277,69,"M",3,"R4","Saturday",5,"2",0,0,1,3,1
425,278,64,"M",1,"R4","Saturday",6,"1",0,0,0,6,0
1083,331,73,"M",1,"R4","Sunday",1,"1",0,0,0,0,1
1077,333,14,"M",3,"R4","Sunday",5,"1",0,1,3,1,0
506,333,54,"M",4,"R4","Sunday",10,"3",0,2,1,5,2
1221,795,33,"M",2,"R4","Sunday",3,"2",1,1,1,0,0
512,336,66,"M",3,"R4","Sunday",2,"0",0,0,1,1,0
1355,668,62,"F",2,"R4","Sunday",44,"2",0,0,18,16,10
956,668,75,"M",4,"R4","Sunday",24,"3",0,0,13,11,0
520,341,30,"M",4,"R4","Sunday",1,"0",0,0,0,1,0
526,346,59,"F",4,"R4","Sunday",1,"0",0,0,0,0,1
533,352,83,"F",4,"R4","Sunday",0,NA,0,0,0,0,0
976,685,66,"F",3,"R4","Sunday",7,"1",0,0,1,2,4
1141,698,85,"F",2,"R4","Sunday",8,"3",0,0,0,3,5
1235,808,62,"F",2,"R4","Sunday",16,"5",0,0,9,7,0
824,579,56,"F",3,"R4","Sunday",3,"1",1,0,1,0,1
1000,704,76,"M",1,"R4","Sunday",4,"2",0,0,0,1,3
1012,715,48,"M",3,"R4","Monday",7,"1",0,0,0,6,1
1015,717,64,"M",4,"R4","Monday",4,"0",0,0,0,4,0
628,425,19,"M",1,"R4","Monday",13,"1",0,1,10,2,0
1025,727,57,"F",1,"R4","Monday",2,"1",0,0,1,1,0
1432,727,59,"M",3,"R4","Monday",2,"0",0,0,1,1,0
675,461,36,"F",3,"R4","Monday",4,"1",0,3,1,0,0
680,464,21,"F",2,"R4","Monday",4,"1",0,0,0,4,0
681,464,51,"F",4,"R4","Monday",7,"1",0,0,1,5,1
682,464,59,"M",3,"R4","Monday",4,"1",0,0,3,1,0
1030,731,45,"F",4,"R4","Monday",0,NA,0,0,0,0,0
705,482,55,"F",4,"R4","Monday",4,"2",0,0,1,3,0
719,494,56,"F",4,"R4","Monday",10,"4",0,0,3,7,0
720,494,62,"M",3,"R4","Monday",5,"2",0,0,2,3,0
1407,846,27,"M",2,"R4","Monday",1,"1",0,0,1,0,0
842,595,41,"F",4,"R4","Monday",13,"6+",0,1,6,4,2
737,511,58,"F",4,"R4","Tuesday",11,"3",0,0,9,2,0
739,513,12,"F",3,"R4","Tuesday",7,"2",1,1,1,3,1
740,513,37,"F",2,"R4","Tuesday",14,"3",1,2,2,6,3
1433,513,3,"F",3,"R4","Tuesday",7,"2",0,2,0,5,0
849,602,72,"M",3,"R4","Tuesday",4,"2",0,0,3,1,0
1306,603,42,"M",4,"R4","Tuesday",2,"0",1,0,1,0,0
746,519,52,"M",2,"R4","Tuesday",6,"3",0,0,2,4,0
747,519,49,"F",2,"R4","Tuesday",8,"3",0,0,1,5,2
748,520,26,"M",1,"R4","Tuesday",1,"0",0,0,0,1,0
752,523,37,"M",1,"R4","Tuesday",9,"1",1,2,6,0,0
1055,750,18,"M",3,"R4","Tuesday",2,"0",0,0,0,2,0
1056,750,48,"F",3,"R4","Tuesday",26,"5",0,1,8,15,2
1434,750,49,"M",2,"R4","Tuesday",9,"1",0,1,0,8,0
1435,752,11,"M",4,"R4","Tuesday",2,"0",0,0,0,2,0
1146,752,45,"F",1,"R4","Tuesday",2,"0",0,1,0,1,0
1060,754,73,"F",2,"R4","Tuesday",5,"2",0,0,0,2,3
1061,755,49,"F",3,"R4","Tuesday",9,"3",0,0,3,6,0
1409,848,41,"M",1,"R4","Tuesday",15,"0",0,0,6,9,0
1063,757,53,"F",3,"R4","Tuesday",2,"2",0,0,1,0,1
1066,759,60,"F",4,"R4","Tuesday",10,"1",0,2,0,7,1
1413,852,72,"M",2,"R4","Wednesday",1,"1",0,0,0,0,1
35,35,50,"M",1,"R4","Wednesday",6,"1",0,2,1,2,1
61,61,27,"F",1,"R4","Wednesday",0,NA,0,0,0,0,0
771,537,60,"F",3,"R4","Wednesday",8,"1",1,0,0,5,2
1315,753,60,"M",1,"R4","Wednesday",0,NA,0,0,0,0,0
1048,745,57,"F",3,"R4","Wednesday",1,"0",0,0,1,0,0
711,487,53,"M",2,"R4","Wednesday",3,"0",0,0,2,1,0
1174,762,58,"F",2,"R4","Friday",10,"3",0,0,4,5,1
228,158,55,"F",3,"R4","Friday",10,"4",0,0,3,3,4
252,175,73,"M",1,"R4","Friday",10,"4",1,0,2,4,3
1197,778,58,"M",4,"R4","Friday",6,"1",0,0,0,6,0
258,180,39,"M",4,"R4","Friday",11,"3",1,0,3,7,0
272,187,51,"F",3,"R4","Friday",3,"2",0,0,2,1,0
273,187,56,"M",2,"R4","Friday",3,"2",0,0,0,2,1
274,188,62,"F",2,"R4","Friday",2,"2",0,0,0,2,0
281,192,13,"F",1,"R4","Friday",4,"0",0,2,0,2,0
282,192,41,"M",4,"R4","Friday",14,"1",0,0,14,0,0
283,192,43,"F",2,"R4","Friday",8,"2",0,3,1,4,0
285,193,60,"F",4,"R4","Friday",4,"2",0,0,1,2,1
1110,209,24,"M",4,"R4","Friday",30,"4",0,0,20,10,0
317,209,51,"F",1,"R4","Friday",3,"2",0,0,2,1,0
319,211,55,"F",2,"R4","Friday",3,"2",0,0,0,3,0
320,211,55,"M",2,"R4","Friday",13,"3",0,0,4,8,1
1436,212,60,"F",1,"R4","Saturday",3,"1",0,0,0,2,1
321,212,65,"M",4,"R4","Saturday",1,"1",0,0,0,1,0
324,214,41,"F",2,"R4","Saturday",1,"0",0,0,0,0,1
325,214,62,"F",2,"R4","Saturday",5,"1",0,1,1,3,0
326,214,69,"M",1,"R4","Saturday",2,"1",0,0,0,2,0
807,563,49,"F",2,"R4","Saturday",86,"3",0,7,22,23,34
906,630,53,"M",2,"R4","Saturday",15,"6+",0,1,8,5,1
352,230,58,"F",1,"R4","Saturday",4,"1",0,0,1,1,2
354,232,82,"M",4,"R4","Saturday",0,NA,0,0,0,0,0
1437,783,49,"F",1,"R4","Saturday",3,"0",0,1,1,1,0
1203,783,54,"M",2,"R4","Saturday",2,"0",0,1,0,1,0
1206,786,23,"F",3,"R4","Saturday",5,"2",0,4,1,0,0
408,267,50,"F",1,"R4","Saturday",2,"0",0,1,0,0,1
413,270,55,"M",1,"R4","Saturday",4,"1",0,0,1,3,0
919,639,39,"F",2,"R4","Saturday",412,"1",6,63,159,104,80
920,639,49,"M",3,"R4","Saturday",5,"2",1,0,2,0,2
419,274,49,"F",2,"R4","Saturday",9,"4",0,1,0,8,0
926,643,61,"F",4,"R4","Saturday",6,"1",0,1,2,2,1
927,643,62,"M",1,"R4","Saturday",1,"0",0,0,0,1,0
436,286,42,"M",4,"R4","Saturday",4,"2",0,0,1,3,0
1438,647,12,"M",1,"R4","Saturday",3,"1",0,1,0,2,0
932,647,43,"F",4,"R4","Saturday",3,"0",0,2,0,1,0
1135,647,56,"M",2,"R4","Saturday",4,"1",0,2,0,2,0
937,651,77,"F",4,"R4","Saturday",8,"3",0,0,2,6,0
1121,322,25,"F",4,"R4","Saturday",9,"3",0,0,7,2,0
489,322,27,"F",2,"R4","Saturday",11,"2",0,0,7,3,1
553,365,71,"M",4,"R4","Sunday",10,"2",0,0,2,7,1
557,368,63,"F",1,"R4","Sunday",13,"1",3,0,6,4,0
1317,384,28,"F",1,"R4","Sunday",5,"1",0,1,3,1,0
1439,384,38,"F",4,"R4","Sunday",85,"2",0,12,33,30,10
578,384,65,"M",4,"R4","Sunday",8,"1",0,1,3,1,3
1440,385,33,"F",3,"R4","Sunday",1,"0",0,0,0,1,0
579,385,62,"F",2,"R4","Sunday",1,"0",0,0,1,0,0
583,389,36,"F",2,"R4","Sunday",34,"3",1,1,23,9,0
1295,832,58,"F",4,"R4","Sunday",5,"0",0,0,1,1,3
989,695,46,"M",4,"R4","Sunday",10,"5",0,1,6,3,0
596,401,26,"F",1,"R4","Sunday",2,"3",0,0,1,1,0
597,401,56,"F",3,"R4","Sunday",5,"2",0,0,5,0,0
1143,707,60,"M",4,"R4","Sunday",18,"3",2,0,5,3,8
1296,833,50,"F",2,"R4","Sunday",16,"1",0,6,0,8,2
1008,711,39,"F",4,"R4","Sunday",6,"3",0,1,3,2,0
831,585,54,"F",2,"R4","Sunday",56,"4",0,0,1,34,21
626,424,54,"F",2,"R4","Sunday",3,"2",0,0,2,1,0
627,424,62,"M",1,"R4","Sunday",3,"1",0,0,1,2,0
1016,718,58,"F",1,"R4","Sunday",22,"4",0,0,11,10,1
1361,718,59,"M",4,"R4","Sunday",6,"0",0,0,4,2,0
629,426,66,"F",3,"R4","Sunday",20,"3",0,0,10,4,6
634,431,53,"F",3,"R4","Sunday",3,"1",0,0,2,1,0
1102,431,55,"M",4,"R4","Sunday",5,"2",0,0,1,4,0
832,586,71,"F",2,"R4","Sunday",7,"2",0,0,2,4,1
635,432,62,"F",2,"R4","Sunday",7,"2",0,0,0,7,0
636,433,67,"F",3,"R4","Sunday",2,"1",0,0,1,0,1
638,435,67,"F",4,"R4","Monday",1,"0",0,0,0,1,0
1331,587,25,"M",4,"R4","Monday",3,"1",0,0,1,1,1
655,447,46,"M",3,"R4","Monday",8,"2",0,1,4,3,0
656,448,30,"F",4,"R4","Monday",35,"1",1,0,20,14,0
657,448,63,"F",3,"R4","Monday",9,"2",1,0,5,3,0
1300,724,58,"F",4,"R4","Monday",6,"1",0,0,4,1,1
662,452,60,"F",2,"R4","Monday",6,"2",0,0,1,4,1
1024,726,45,"M",3,"R4","Monday",22,"6+",0,0,14,6,2
685,466,36,"F",2,"R4","Monday",6,"2",0,0,3,2,1
693,473,36,"F",3,"R4","Monday",14,"3",0,5,0,8,1
713,489,66,"F",2,"R4","Monday",0,NA,0,0,0,0,0
1441,600,51,"F",1,"R4","Monday",21,"4",0,0,4,17,0
745,518,51,"F",1,"R4","Monday",8,"3",0,0,1,5,2
772,538,NA,"F",3,"R4","Tuesday",3,"1",0,0,0,2,1
70,70,22,"F",4,"R4","Thursday",26,"1",0,8,14,4,0
1171,761,22,"F",3,"R4","Thursday",14,"4",0,0,11,3,0
1172,761,50,"F",2,"R4","Thursday",18,"1",0,0,7,7,4
94,90,54,"F",1,"R4","Thursday",5,"2",0,0,2,3,0
121,102,24,"F",2,"R4","Thursday",6,"3",0,0,3,3,0
1090,102,51,"M",1,"R4","Thursday",7,"2",0,0,3,4,0
122,102,52,"F",2,"R4","Thursday",22,"1",0,3,11,8,0
1338,114,16,"F",1,"R4","Thursday",8,"1",0,6,0,2,0
149,114,47,"F",3,"R4","Thursday",10,"2",0,1,7,2,0
1185,770,40,"F",3,"R4","Thursday",1,"0",0,0,0,1,0
1193,775,55,"M",3,"R4","Thursday",15,"2",0,0,8,7,0
1127,620,29,"M",3,"R4","Thursday",4,"1",0,0,4,0,0
338,220,NA,"M",2,"R4","Thursday",22,"1",0,0,10,12,0
1442,236,29,"F",2,"R4","Thursday",15,"1",0,0,9,4,2
1114,236,31,"M",3,"R4","Thursday",8,"3",0,0,4,2,2
362,236,65,"F",1,"R4","Thursday",9,"3",0,0,7,1,1
915,635,34,"M",4,"R4","Thursday",12,"2",0,0,9,3,0
380,248,21,"M",3,"R4","Thursday",4,"1",0,1,1,2,0
1150,248,48,"M",4,"R4","Thursday",5,"2",0,0,2,3,0
